BookID,BookTitle,AuthorName,BookPrice,BookPublisher,BookPublicationDate,BookQuantity
1014,"Goals!: How to Get Everything You Want -- Faster Than You Ever Thought Possible, Edition 2",Brian Tracy,86.45,Berrett-Koehler Publishers,"Aug 9, 2010",4
1015,My Little Pony: Friendship is Magic #83,Thom Zahler,7.84,IDW Publishing,"Oct 16, 2019",0
1016,Her Royal Spyness,Rhys Bowen,31.46,Penguin,"Jul 1, 2008",17
1017,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,32.48,HarperCollins Leadership,"Sep 8, 2002",11
1018,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,39.34,Vintage Crime/Black Lizard,"Sep 1, 2015",7
1019,The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,62.1,Penguin,"Dec 24, 2012",3
1020,The Raven,Edgar Allan Poe,0,Simon and Schuster,"Aug 26, 2013",1
1021,Marketing (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jun 11, 2014",7
1022,Moby Dick. Illustrated edition,Melville Herman,0.17,Strelbytskyy Multimedia Publishing,"Feb 28, 2018",10
1023,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",11
1024,Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jan 6, 2016",3
1025,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,"Jan 29, 2015",4
1026,15 Delicious Slow Cooker Recipes,Sallie Stone,0,BookRix,"Oct 28, 2019",4
1027,The Punisher Vol. 1: Black and White,Natahan Edmondson,70.85,Marvel Entertainment,"Aug 20, 2014",2
1028,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,29.55,HarperCollins Leadership,"Apr 1, 2003",11
1029,Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,96.12,Harper Collins,"Jul 19, 2011",20
1030,Find Me: A Novel,André Aciman,46.88,"Farrar, Straus and Giroux","Oct 29, 2019",0
1031,10 Ways to be less consumerist,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,"Nov 21, 2019",11
1032,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,3.71,Bookouture,"Nov 1, 2019",8
1033,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,6.64,Minotaur Books,"May 29, 2018",16
1034,Marvel Universe Vs. The Punisher: Volume 1,Jonathan Maberry,27.53,Marvel Entertainment,"Jan 5, 2011",10
1035,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,18.72,Blake Pierce,"Oct 20, 2017",16
1036,War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,0,Simon and Schuster,"Apr 8, 2014",8
1037,Permanent Record,Edward Snowden,49.58,Metropolitan Books,"Sep 17, 2019",10
1038,Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,31.46,Del Rey,"Jun 28, 2011",3
1039,Auberon,James S. A. Corey,11.78,Hachette UK,"Nov 12, 2019",11
1040,Young Justice Vol. 1,Art Baltazar,39.34,DC,"Jan 17, 2012",10
1041,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,6.64,Minotaur Books,"May 29, 2018",2
1042,Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,31.46,Del Rey,"Jun 28, 2011",18
1043,Green Lantern: Secret Origin,Geoff Johns,59.03,DC,"Apr 12, 2011",6
1044,Antiques Knock-Off,Barbara Allan,73.67,Kensington Publishing Corp.,"Apr 1, 2012",19
1045,"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,72.16,Random House,"Sep 30, 2013",9
1046,The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,"Jan 17, 2013",0
1048,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,39.34,Vintage Crime/Black Lizard,"Sep 1, 2015",10
1049,The Black Box,Michael Connelly,43.28,Hachette UK,"Nov 22, 2012",18
1050,Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,47.22,Simon and Schuster,"Feb 18, 2011",14
1051,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,"Sep 1, 2009",13
1052,How To Win Friends and Influence People,Dale Carnegie,51.15,Simon and Schuster,"Aug 24, 2010",10
1053,Kingdom Of Strangers,Zoe Ferraris,39.34,Hachette UK,"Jun 7, 2012",12
1054,Invincible #118,Robert Kirkman,3.9,Image Comics,"Mar 25, 2015",11
1055,War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,0,Simon and Schuster,"Apr 8, 2014",20
1056,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,"Nov 6, 2015",1
1057,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,"May 8, 2014",14
1058,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,"Jan 29, 2015",3
1059,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,29.55,HarperCollins Leadership,"Apr 1, 2003",16
1060,HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,133.9,McGraw Hill Professional,"Jul 20, 2012",17
1061,The Marine's E-Mail Order Bride: Heroes of Chance Creek Volume 4,Cora Seton,15.72,One Acre Press,"Jan 7, 2015",16
1062,Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,70.7,W. W. Norton & Company,"Mar 28, 2016",8
1063,Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,66.87,Clarkson Potter,"Oct 15, 2019",14
1064,Batman: Earth One,Geoff Johns,59.03,DC,"Jul 10, 2012",7
1065,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,31.47,Blake Pierce,"Oct 29, 2019",13
1066,Furies of Calderon,Jim Butcher,14.29,Penguin,"Jun 28, 2005",20
1067,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,98.42,DC,"Mar 8, 2016",2
1068,'Salem's Lot,Stephen King,55.1,Hachette UK,"Dec 11, 2008",3
1069,"Shadowbred: The Twilight War, Book 1",Paul S. Kemp,27.53,Wizards of the Coast,"Apr 21, 2010",5
1070,The Art of Super Mario Odyssey,Nintendo,133.85,Dark Horse Comics,"Nov 5, 2019",4
1071,We,Yevgeny Zamyatin,7.13,Pan,"Jan 15, 2013",14
1072,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,"Jun 2, 2012",20
1073,The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,"Dec 2, 2014",1
1074,The Man in the High Castle,Philip K. Dick,55.17,Houghton Mifflin Harcourt,"Jan 24, 2012",10
1075,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,"Sep 1, 2009",19
1076,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,"Jan 8, 2009",6
1077,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,3.9,Harper Collins,"Oct 13, 2009",4
1078,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,59.03,DC,"Aug 13, 2013",19
1079,Rework,Jason Fried,71.63,Currency,"Mar 9, 2010",16
1080,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,24.94,HarperCollins UK,"Aug 4, 2011",15
1081,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,"Apr 22, 2014",0
1082,The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,98.42,Hachette UK,"Oct 15, 2019",7
1083,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,42.16,Faber & Faber,"Oct 29, 2019",20
1084,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,32.48,HarperCollins Leadership,"Sep 8, 2002",20
1085,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,29.21,HarperCollins UK,"Mar 6, 2009",2
1086,Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,"Apr 29, 2015",10
1087,Shattered Bonds,Faith Hunter,31.46,Penguin,"Oct 29, 2019",0
1088,Shantaram,Gregory David Roberts,55.1,Hachette UK,"Jun 28, 2012",0
1089,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,98.42,DC,"Jul 12, 2016",17
1090,Edgedancer: From the Stormlight Archive,Brandon Sanderson,36.79,Tor Books,"Oct 17, 2017",2
1091,The Law of Success in Sixteen Lessons,Napoleon Hill,7.84,Simon and Schuster,"May 20, 2013",12
1092,Shantaram,Gregory David Roberts,55.1,Hachette UK,"Jun 28, 2012",5
1093,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,23.59,Selective Entertainment LLC,"Dec 22, 2013",4
1094,Rework,Jason Fried,71.63,Currency,"Mar 9, 2010",9
1095,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,"Sep 1, 2009",1
1096,The Jump,Doug Johnstone,32.78,Faber & Faber,"Aug 4, 2015",16
1097,Diabolical,Jana DeLeon,23.59,Jana DeLeon,"Aug 8, 2016",6
1098,Batman: Earth One,Geoff Johns,59.03,DC,"Jul 10, 2012",2
1099,Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,35.41,Marvel Entertainment,"Nov 21, 2018",7
1100,Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,32.36,AMACOM,"Oct 15, 2013",14
1101,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",11
1102,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,0,Simon and Schuster,"Nov 18, 2014",15
1103,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,"Jan 29, 2015",20
1104,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,19.65,Sara Rosett,"Apr 30, 2016",12
1105,The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,"Jan 17, 2013",9
1106,"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,66.12,Tor Books,"Feb 1, 2011",14
1107,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,"Oct 11, 2019",13
1108,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,"Sep 1, 2009",7
1109,Auberon,James S. A. Corey,11.78,Hachette UK,"Nov 12, 2019",9
1110,The Choice of Magic,Michael G. Manning,11.78,Michael Manning,"Aug 16, 2019",15
1111,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,"Nov 6, 2015",11
1112,The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,58.99,AMACOM,"Mar 15, 2011",3
1113,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,3.71,Bookouture,"Nov 1, 2019",18
1114,The Man in the High Castle,Philip K. Dick,55.17,Houghton Mifflin Harcourt,"Jan 24, 2012",16
1115,The Red Signal: An Agatha Christie Short Story,Agatha Christie,7.5,HarperCollins UK,"Sep 1, 2011",13
1116,The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,98.42,Hachette UK,"Oct 15, 2019",13
1117,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,"Mar 24, 2015",15
1118,Antiques Chop,Barbara Allan,29.9,Kensington Books,"Apr 1, 2014",9
1119,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,"Oct 11, 2019",13
1120,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,129.51,Macmillan,"Dec 6, 2016",7
1121,The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,3.9,Hachette UK,"Jul 3, 2014",14
1122,Shattered Bonds,Faith Hunter,31.46,Penguin,"Oct 29, 2019",8
1123,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,62.82,Berrett-Koehler Publishers,"Apr 17, 2017",20
1124,(FREE SAMPLE) Super 10 Sample Papers for CBSE Class 10 English Language Literature 2nd Edition,Disha Experts,0,Disha Publications,"Oct 21, 2019",13
1125,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,"Jul 18, 2013",19
1126,The Raven,Edgar Allan Poe,0,Simon and Schuster,"Aug 26, 2013",4
1127,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,66.87,Penguin,"Apr 25, 2017",12
1128,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",5
1129,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,"Oct 15, 2019",4
1130,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,22.47,Blake Pierce,"Oct 29, 2019",15
1131,The Secret,Rhonda Byrne,47.22,Simon and Schuster,"Feb 26, 2007",19
1132,Bring Me Back,B A Paris,30.71,HarperCollins UK,"Mar 8, 2018",10
1133,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,55.09,Simon and Schuster,"Nov 1, 2007",7
1134,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,"Nov 6, 2015",9
1135,Avengers Vol. 1: Avengers World,Jonathan Hickman,43.28,Marvel Entertainment,"Apr 30, 2013",16
1136,The Fires of Heaven: Book Five of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,"Feb 16, 2010",10
1137,Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,78.76,Hachette UK,"Mar 1, 2006",0
1138,"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,78.73,Red Wheel/Weiser,"Aug 1, 2009",9
1139,The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,"Oct 14, 2010",4
1140,Mighty Thor Vol. 2: Lords Of Midgard,Jason Aaron,66.91,Marvel Entertainment,"Nov 30, 2016",10
1141,The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,43.28,Hachette UK,"Jun 11, 2009",3
1142,Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,26.15,Kensington Publishing Corp.,"Jul 1, 2007",7
1143,The Jump,Doug Johnstone,32.78,Faber & Faber,"Aug 4, 2015",9
1144,The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,36.79,Tor Books,"Sep 15, 2000",1
1145,The Black Box,Michael Connelly,43.28,Hachette UK,"Nov 22, 2012",3
1146,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",16
1147,The Raven,Edgar Allan Poe,0,Simon and Schuster,"Aug 26, 2013",12
1148,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,"Oct 15, 2019",15
1149,"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,29.29,HarperCollins UK,"Feb 24, 2011",13
1150,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,86.64,McGraw Hill Professional,"Apr 12, 2009",9
1151,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,"Sep 1, 2009",10
1152,How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,"Apr 3, 2010",2
1153,And Then There Were None,Agatha Christie,32.1,HarperCollins UK,"Oct 14, 2010",12
1154,Death of a Bachelorette,Laura Levine,29.9,Kensington Books,"Jul 1, 2017",8
1155,The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,3.9,Hachette UK,"Jul 3, 2014",7
1156,The Choice of Magic,Michael G. Manning,11.78,Michael Manning,"Aug 16, 2019",1
1157,You'll Never See Daylight Again,Michaella McCollum,42.16,Kings Road Publishing,"Oct 31, 2019",15
1158,Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jan 6, 2016",13
1159,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,"Feb 17, 2010",8
1160,Dark Matter: A Novel,Blake Crouch,28.61,Broadway Books,"Jul 26, 2016",6
1161,10 Ways to be annoying,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,"Nov 21, 2019",16
1162,Now or Never: A Novel,Elizabeth Adler,31.46,Island Books,"Jul 7, 2010",14
1163,A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,39.34,Bantam,"Jul 12, 2011",10
1164,We Should All Be Feminists,Chimamanda Ngozi Adichie,23.85,Vintage,"Jul 29, 2014",2
1165,Venomized,Cullen Bunn,35.41,Marvel Entertainment,"Jul 25, 2018",10
1166,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,"Mar 24, 2015",17
1167,We,Yevgeny Zamyatin,7.13,Pan,"Jan 15, 2013",1
1168,Find Me: A Novel,André Aciman,46.88,"Farrar, Straus and Giroux","Oct 29, 2019",17
1169,Kiss the Girls and Make Them Cry,Mary Higgins Clark,42.26,Simon and Schuster,"Nov 14, 2019",5
1170,Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jan 6, 2016",18
1171,The Complete Art of War,Sun Tzu,7.84,Simon and Schuster,"Apr 29, 2013",10
1172,Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,66.9,Dark Horse Comics,"Oct 15, 2019",20
1173,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,53.11,Abrams,"Nov 5, 2019",20
1174,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,53.11,Abrams,"Nov 5, 2019",0
1175,The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,2.73,Courier Corporation,"May 11, 2012",4
1176,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,19.65,Sara Rosett,"Apr 30, 2016",5
1177,After Anna,Alex Lake,20.51,HarperCollins UK,"Jul 30, 2015",9
1178,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,66.87,Penguin,"Apr 25, 2017",14
1179,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",20
1180,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,3.71,Bookouture,"Nov 1, 2019",12
1181,The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,3.9,Hachette UK,"Jul 3, 2014",2
1182,And Then There Were None,Agatha Christie,32.1,HarperCollins UK,"Oct 14, 2010",19
1183,The Raven,Edgar Allan Poe,0,Simon and Schuster,"Aug 26, 2013",12
1184,Platform: Get Noticed in a Noisy World,Michael Hyatt,73.92,HarperCollins Leadership,"May 21, 2012",19
1185,Management (The Brian Tracy Success Library),Brian Tracy,38.44,AMACOM,"May 15, 2014",19
1187,The Man in the High Castle,Philip K. Dick,55.17,Houghton Mifflin Harcourt,"Jan 24, 2012",4
1188,Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,33.72,Morgan Rice,"Feb 25, 2016",5
1189,Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,26.15,Kensington Publishing Corp.,"Mar 1, 2009",7
1190,The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,36.79,Tor Books,"Sep 15, 2000",10
1191,Furies of Calderon,Jim Butcher,14.29,Penguin,"Jun 28, 2005",8
1192,The Last of Us: American Dreams #1,Faith Erin Hicks,7.84,Dark Horse Comics (Single Issues),"Dec 21, 2011",11
1193,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",20
1194,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",1
1195,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,29.21,HarperCollins UK,"Mar 6, 2009",3
1196,Mrs. Pollifax Unveiled,Dorothy Gilman,31.46,Ballantine Books,"May 31, 2000",8
1197,Home Work: A Memoir of My Hollywood Years,Julie Andrews,98.42,Hachette UK,"Oct 15, 2019",4
1198,Avengers Vol. 1: Avengers World,Jonathan Hickman,43.28,Marvel Entertainment,"Apr 30, 2013",15
1199,'Salem's Lot,Stephen King,55.1,Hachette UK,"Dec 11, 2008",6
1200,Batman: Earth One,Geoff Johns,59.03,DC,"Jul 10, 2012",5
1201,"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,78.73,Red Wheel/Weiser,"Aug 1, 2009",10
1202,Antiques Chop,Barbara Allan,29.9,Kensington Books,"Apr 1, 2014",1
1203,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,"Oct 15, 2019",13
1204,A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,18.72,Blake Pierce,"Jun 15, 2017",3
1205,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,"Jul 18, 2013",1
1206,How To Win Friends and Influence People,Dale Carnegie,51.15,Simon and Schuster,"Aug 24, 2010",17
1207,Forever Evil,Geoff Johns,98.42,DC,"Sep 9, 2014",3
1208,Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,"Sep 19, 2017",7
1209,The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,"Oct 14, 2010",5
1210,Batman: The Man Who Laughs,Ed Brubaker,59.03,DC,"Apr 7, 2015",7
1211,Platform: Get Noticed in a Noisy World,Michael Hyatt,73.92,HarperCollins Leadership,"May 21, 2012",6
1212,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",12
1213,Legacy,Shannon Messenger,43.28,Simon and Schuster,"Nov 5, 2019",12
1214,10 Ways to be less consumerist,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,"Nov 21, 2019",20
1215,My Little Pony: The Feats of Friendship #2,Ian Flynn,15.72,IDW Publishing,"Oct 30, 2019",12
1216,The Guardians: A Novel,John Grisham,71.63,Doubleday,"Oct 15, 2019",1
1217,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,"May 16, 2018",12
1218,Now or Never: A Novel,Elizabeth Adler,31.46,Island Books,"Jul 7, 2010",12
1219,'Salem's Lot,Stephen King,55.1,Hachette UK,"Dec 11, 2008",14
1220,The Burning White: Book Five of Lightbringer,Brent Weeks,98.42,Hachette UK,"Oct 22, 2019",17
1221,Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,"Nov 14, 2019",17
1222,The Complete Art of War,Sun Tzu,7.84,Simon and Schuster,"Apr 29, 2013",20
1223,Marketing (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jun 11, 2014",9
1224,Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,96.12,Harper Collins,"Jul 19, 2011",15
1225,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",4
1226,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,129.51,Macmillan,"Dec 6, 2016",16
1227,Team Sonic Racing Plus Deluxe Turbo Championship Edition one-shot,Caleb Goellner,11.78,IDW Publishing,"May 22, 2019",15
1228,The Jump,Doug Johnstone,32.78,Faber & Faber,"Aug 4, 2015",11
1229,Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",56.14,Harper Collins,"Jun 2, 2009",7
1230,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",4
1231,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,"Oct 17, 2019",18
1232,Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,"Sep 22, 2016",1
1233,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,31.47,Blake Pierce,"Oct 29, 2019",5
1234,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,"Sep 1, 2009",14
1235,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,18.72,Blake Pierce,"Oct 20, 2017",3
1236,Candide,Voltaire,11.78,Open Road Media,"Jan 27, 2015",17
1237,Strawberry Shortcake Murder,Joanne Fluke,43.36,Kensington Books,"Oct 1, 2011",16
1238,My Little Pony: Friendship is Magic #45,Thom Zahler,15.72,IDW Publishing,"Aug 31, 2016",0
1239,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,"Sep 1, 2009",16
1240,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,"Mar 24, 2015",15
1241,Deadpool Team-Up Vol. 1: Good Buddies,Fred Van Lente,43.28,Marvel Entertainment,04/07/1900,0
1242,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,"May 8, 2014",6
1243,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,"Jun 2, 2012",20
1244,Marketing (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jun 11, 2014",20
1245,Antiques Con,Barbara Allan,29.9,Kensington Books,"Apr 1, 2015",14
1246,Boy Erased: A Memoir,Garrard Conley,23.85,Penguin,"May 10, 2016",1
1247,How To Win Friends and Influence People,Dale Carnegie,51.15,Simon and Schuster,"Aug 24, 2010",3
1248,The Art of Super Mario Odyssey,Nintendo,133.85,Dark Horse Comics,"Nov 5, 2019",4
1249,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,19.65,Sara Rosett,"Apr 30, 2016",4
1250,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,3.9,Harper Collins,"Oct 13, 2009",0
1251,How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,"Apr 3, 2010",16
1252,The Infinite Game,Simon Sinek,71.63,Penguin,"Oct 15, 2019",13
1253,Home Work: A Memoir of My Hollywood Years,Julie Andrews,98.42,Hachette UK,"Oct 15, 2019",0
1254,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,55.09,Simon and Schuster,"Nov 1, 2007",13
1255,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,22.47,Blake Pierce,"Oct 29, 2019",20
1256,We,Yevgeny Zamyatin,7.13,Pan,"Jan 15, 2013",4
1257,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",5
